image_id,question,answer
meningioma_243,Is there a tumor visible in this MRI scan?,yes
notumor_003,Is there a tumor visible in this MRI scan?,no
notumor_163,What type of brain tumor is shown?,no tumor
glioma_131,Where is the tumor located?,thalamic posterior fossa region
pituitary_071,Is there a tumor visible in this MRI scan?,yes
pituitary_174,Is there a tumor visible in this MRI scan?,yes
pituitary_222,Is this a pituitary tumor?,yes
meningioma_108,Is there a tumor visible in this MRI scan?,yes
pituitary_146,Is this a pituitary tumor?,yes
notumor_117,Where is the tumor located?,no tumor present
glioma_151,Where is the tumor located?,left parietal lobe
meningioma_123,Is this a meningioma tumor?,yes
notumor_028,Is this a glioma tumor?,no
notumor_058,What type of brain tumor is shown?,no tumor
glioma_016,Is there a tumor visible in this MRI scan?,yes
notumor_165,What type of brain tumor is shown?,no tumor
glioma_168,Where is the tumor located?,right parieto occipital region
glioma_024,Is there a tumor visible in this MRI scan?,yes
glioma_167,What type of brain tumor is shown?,glioma
meningioma_222,Where is the tumor located?,parasagittal frontal region
glioma_071,Is there a tumor visible in this MRI scan?,yes
meningioma_180,Where is the tumor located?,central skull base region
notumor_004,Where is the tumor located?,no tumor present
glioma_090,Where is the tumor located?,posterior fossa thalamic region
glioma_225,Where is the tumor located?,left parietal lobe
meningioma_234,Where is the tumor located?,right parietal convexity
meningioma_249,What type of brain tumor is shown?,meningioma
notumor_237,Is this a meningioma tumor?,no
pituitary_224,Where is the tumor located?,sellar region
glioma_191,Is there a tumor visible in this MRI scan?,yes
pituitary_040,What type of brain tumor is shown?,pituitary tumor
notumor_122,Where is the tumor located?,no tumor present
glioma_011,What type of brain tumor is shown?,glioma
pituitary_044,Is this a pituitary tumor?,yes
glioma_052,Is there a tumor visible in this MRI scan?,yes
meningioma_119,Is this a meningioma tumor?,yes
pituitary_026,Is there a tumor visible in this MRI scan?,yes
pituitary_149,Is this a pituitary tumor?,yes
glioma_018,Is there a tumor visible in this MRI scan?,yes
meningioma_219,Where is the tumor located?,bilateral temporal skull base
pituitary_209,Is there a tumor visible in this MRI scan?,yes
notumor_182,Where is the tumor located?,no tumor present
pituitary_058,Where is the tumor located?,sellar and suprasellar region
glioma_035,Is this a glioma tumor?,yes
pituitary_237,Where is the tumor located?,sellar and suprasellar region
glioma_200,Is there a tumor visible in this MRI scan?,yes
pituitary_046,Is there a tumor visible in this MRI scan?,yes
pituitary_033,Is there a tumor visible in this MRI scan?,yes
glioma_190,What type of brain tumor is shown?,glioma
glioma_136,Is this a glioma tumor?,yes
meningioma_005,Where is the tumor located?,central posterior fossa region
notumor_008,What type of brain tumor is shown?,no tumor
glioma_042,Is this a glioma tumor?,yes
glioma_063,Is there a tumor visible in this MRI scan?,yes
meningioma_083,Where is the tumor located?,right parietal convexity
pituitary_005,Is this a pituitary tumor?,yes
glioma_112,What type of brain tumor is shown?,glioma
pituitary_121,What type of brain tumor is shown?,pituitary tumor
pituitary_227,What type of brain tumor is shown?,pituitary tumor
meningioma_090,What type of brain tumor is shown?,meningioma
pituitary_212,Is this a pituitary tumor?,yes
pituitary_037,Is this a pituitary tumor?,yes
meningioma_083,Is this a meningioma tumor?,yes
notumor_244,Is this a pituitary tumor?,no
pituitary_197,Is this a pituitary tumor?,yes
notumor_219,Where is the tumor located?,no tumor present
pituitary_038,What type of brain tumor is shown?,pituitary tumor
glioma_109,What type of brain tumor is shown?,glioma
pituitary_031,What type of brain tumor is shown?,pituitary tumor
glioma_145,Is this a glioma tumor?,yes
pituitary_226,Is there a tumor visible in this MRI scan?,yes
notumor_042,What type of brain tumor is shown?,no tumor
pituitary_242,What type of brain tumor is shown?,pituitary tumor
notumor_206,Is this a pituitary tumor?,no
notumor_163,Is this a glioma tumor?,no
pituitary_113,Is there a tumor visible in this MRI scan?,yes
meningioma_213,Is there a tumor visible in this MRI scan?,yes
glioma_191,What type of brain tumor is shown?,glioma
notumor_010,Is this a glioma tumor?,no
glioma_098,Is there a tumor visible in this MRI scan?,yes
glioma_059,Where is the tumor located?,left frontoparietal region
notumor_117,Is this a pituitary tumor?,no
meningioma_247,Is there a tumor visible in this MRI scan?,yes
glioma_067,Where is the tumor located?,left frontotemporal region
glioma_193,What type of brain tumor is shown?,glioma
pituitary_042,Is this a pituitary tumor?,yes
glioma_110,Is this a glioma tumor?,yes
glioma_169,Is this a glioma tumor?,yes
glioma_063,Is this a glioma tumor?,yes
pituitary_051,Is this a pituitary tumor?,yes
meningioma_144,What type of brain tumor is shown?,meningioma
pituitary_036,What type of brain tumor is shown?,pituitary tumor
pituitary_021,Is this a pituitary tumor?,yes
notumor_121,Is this a glioma tumor?,no
notumor_104,Where is the tumor located?,no tumor present
notumor_203,Is this a meningioma tumor?,no
glioma_113,Is there a tumor visible in this MRI scan?,yes
meningioma_118,Is this a meningioma tumor?,yes
glioma_180,Is there a tumor visible in this MRI scan?,yes
notumor_045,Is there a tumor visible in this MRI scan?,no
notumor_120,Is this a pituitary tumor?,no
pituitary_013,Is there a tumor visible in this MRI scan?,yes
meningioma_226,Is this a meningioma tumor?,yes
notumor_078,What type of brain tumor is shown?,no tumor
meningioma_043,Is there a tumor visible in this MRI scan?,yes
glioma_021,What type of brain tumor is shown?,glioma
notumor_052,What type of brain tumor is shown?,no tumor
pituitary_182,Is there a tumor visible in this MRI scan?,yes
notumor_012,Is there a tumor visible in this MRI scan?,no
meningioma_116,Is there a tumor visible in this MRI scan?,yes
pituitary_205,What type of brain tumor is shown?,pituitary tumor
meningioma_224,Is this a meningioma tumor?,yes
meningioma_168,Is there a tumor visible in this MRI scan?,yes
pituitary_190,Is there a tumor visible in this MRI scan?,yes
pituitary_001,Is there a tumor visible in this MRI scan?,yes
glioma_119,Where is the tumor located?,right temporal lobe
glioma_130,Is this a glioma tumor?,yes
notumor_147,Is this a pituitary tumor?,no
glioma_102,Is there a tumor visible in this MRI scan?,yes
glioma_097,Is there a tumor visible in this MRI scan?,yes
notumor_055,What type of brain tumor is shown?,no tumor
pituitary_039,Is there a tumor visible in this MRI scan?,yes
meningioma_159,Is this a meningioma tumor?,yes
notumor_203,Where is the tumor located?,no tumor present
glioma_173,Is there a tumor visible in this MRI scan?,yes
notumor_058,Where is the tumor located?,no tumor present
pituitary_219,What type of brain tumor is shown?,pituitary tumor
meningioma_061,Is there a tumor visible in this MRI scan?,yes
glioma_016,What type of brain tumor is shown?,glioma
glioma_214,Is there a tumor visible in this MRI scan?,yes
notumor_166,Is there a tumor visible in this MRI scan?,no
notumor_071,What type of brain tumor is shown?,no tumor
meningioma_066,What type of brain tumor is shown?,meningioma
glioma_056,Where is the tumor located?,left temporal region
pituitary_049,Is this a pituitary tumor?,yes
glioma_094,Is this a glioma tumor?,yes
meningioma_207,Is there a tumor visible in this MRI scan?,yes
notumor_092,Is there a tumor visible in this MRI scan?,no
notumor_207,Is there a tumor visible in this MRI scan?,no
notumor_114,Is there a tumor visible in this MRI scan?,no
notumor_143,Where is the tumor located?,no tumor present
pituitary_218,Where is the tumor located?,sellar and suprasellar region
glioma_003,Is this a glioma tumor?,yes
pituitary_125,Is this a pituitary tumor?,yes
meningioma_237,Is there a tumor visible in this MRI scan?,yes
meningioma_210,What type of brain tumor is shown?,meningioma
glioma_178,Is there a tumor visible in this MRI scan?,yes
glioma_064,Where is the tumor located?,posterior fossa bilateral
pituitary_233,What type of brain tumor is shown?,pituitary tumor
meningioma_155,Is this a meningioma tumor?,yes
glioma_098,Is this a glioma tumor?,yes
meningioma_146,Is this a meningioma tumor?,yes
pituitary_240,Is there a tumor visible in this MRI scan?,yes
glioma_232,Is there a tumor visible in this MRI scan?,yes
notumor_173,Where is the tumor located?,no tumor present
notumor_035,Is this a glioma tumor?,no
pituitary_128,Is there a tumor visible in this MRI scan?,yes
pituitary_010,Is there a tumor visible in this MRI scan?,yes
notumor_046,Is this a glioma tumor?,no
meningioma_057,Is there a tumor visible in this MRI scan?,yes
notumor_002,What type of brain tumor is shown?,no tumor
pituitary_138,Is this a pituitary tumor?,yes
meningioma_237,What type of brain tumor is shown?,meningioma
glioma_185,Where is the tumor located?,central thalamic region
glioma_011,Is there a tumor visible in this MRI scan?,yes
glioma_218,Is there a tumor visible in this MRI scan?,yes
pituitary_195,Where is the tumor located?,sellar and suprasellar region
glioma_135,Where is the tumor located?,parietal occipital region
pituitary_187,Is this a pituitary tumor?,yes
notumor_083,What type of brain tumor is shown?,no tumor
pituitary_181,Where is the tumor located?,sellar and suprasellar region
meningioma_093,Where is the tumor located?,posterior fossa skull base
meningioma_037,Is this a meningioma tumor?,yes
meningioma_008,Where is the tumor located?,posterior fossa midline region
glioma_094,Is there a tumor visible in this MRI scan?,yes
glioma_167,Where is the tumor located?,right parietal lobe
notumor_005,Where is the tumor located?,no tumor present
glioma_090,Is this a glioma tumor?,yes
glioma_242,Where is the tumor located?,left parietal lobe
pituitary_208,Where is the tumor located?,sellar region
pituitary_196,Where is the tumor located?,sellar region midline
meningioma_089,Is this a meningioma tumor?,yes
meningioma_009,Where is the tumor located?,right temporal region
notumor_005,What type of brain tumor is shown?,no tumor
glioma_118,What type of brain tumor is shown?,glioma
notumor_139,Is this a glioma tumor?,no
meningioma_100,Is there a tumor visible in this MRI scan?,yes
notumor_244,What type of brain tumor is shown?,no tumor
meningioma_138,Is this a meningioma tumor?,yes
meningioma_065,Is there a tumor visible in this MRI scan?,yes
pituitary_024,What type of brain tumor is shown?,pituitary tumor
meningioma_139,Where is the tumor located?,posterior fossa midline
notumor_110,What type of brain tumor is shown?,no tumor
meningioma_063,What type of brain tumor is shown?,meningioma
meningioma_175,Where is the tumor located?,right posterior parietal region
meningioma_064,Is there a tumor visible in this MRI scan?,yes
notumor_171,Is there a tumor visible in this MRI scan?,no
notumor_177,Is there a tumor visible in this MRI scan?,no
pituitary_234,Is this a pituitary tumor?,yes
glioma_020,Where is the tumor located?,right temporal parietal region
meningioma_044,Is there a tumor visible in this MRI scan?,yes
glioma_204,What type of brain tumor is shown?,glioma
meningioma_214,Is there a tumor visible in this MRI scan?,yes
pituitary_056,Is there a tumor visible in this MRI scan?,yes
pituitary_180,Where is the tumor located?,sellar region suprasellar extension
notumor_124,What type of brain tumor is shown?,no tumor
pituitary_027,Is this a pituitary tumor?,yes
glioma_034,Is this a glioma tumor?,yes
meningioma_036,Is there a tumor visible in this MRI scan?,yes
glioma_234,Is this a glioma tumor?,yes
glioma_233,Is there a tumor visible in this MRI scan?,yes
glioma_206,Where is the tumor located?,posterior fossa region
meningioma_133,Where is the tumor located?,right parietal convexity
meningioma_054,What type of brain tumor is shown?,meningioma
glioma_127,Is there a tumor visible in this MRI scan?,yes
notumor_238,Where is the tumor located?,no tumor present
